"gene_id","WT_1","WT_2","IR1_1","IR1_2","IR2_1","IR2_2"
"ENSG00000134668.8",58,35,35,62,82,74
"ENSG00000269967.1",23,34,26,30,28,24
"ENSG00000184007.13",4295,4012,4498,5974,4615,2976
"ENSG00000212673.1",82,62,53,71,39,49
"ENSG00000228634.1",108,77,102,94,58,127
"ENSG00000121774.13",4980,4424,4275,5311,4360,2727
"ENSG00000203325.3",40,17,39,27,34,11
"ENSG00000121775.13",506,444,449,593,443,290
"ENSG00000025800.9",2965,2658,3765,4691,3311,2032
"ENSG00000084652.11",2066,1898,3173,3708,3211,2658
"ENSG00000160050.10",429,343,437,597,500,334
"ENSG00000224066.1",19,18,17,33,36,28
"ENSG00000160051.7",139,130,167,179,212,155
"ENSG00000222046.2",32,24,36,71,63,64
"ENSG00000160055.15",140,107,237,294,264,224
"ENSG00000084623.7",3123,2961,3571,5015,4182,1445
"ENSG00000220785.3",20,12,42,47,59,57
"ENSG00000182866.12",19,11,18,28,15,2
"ENSG00000116478.7",3644,3318,3974,5266,4255,2020
"ENSG00000175130.6",1355,1226,1515,1912,1603,1199
"ENSG00000162526.6",43,28,35,39,31,68
"ENSG00000225828.1",212,185,219,311,306,381
"ENSG00000160058.14",2874,2538,3233,3567,2989,2463
"ENSG00000176261.11",296,287,406,419,365,250
"ENSG00000162521.14",4392,3913,4800,5888,4804,2359
"ENSG00000162520.10",28,18,13,22,29,15
"ENSG00000162522.6",3107,2865,3727,4715,3277,3189
"ENSG00000134684.6",4086,3534,5325,6941,5663,3376
"ENSG00000116497.13",1076,910,1083,1276,1003,775
"ENSG00000160097.11",68,37,53,56,49,64
"ENSG00000121905.5",4,3,10,19,19,12
"ENSG00000121900.14",198,150,197,242,291,114
"ENSG00000116514.12",424,349,400,566,467,230
"ENSG00000236065.2",20,23,33,27,23,32
"ENSG00000004455.12",3691,3223,4965,6358,5448,2950
"ENSG00000142920.12",9,20,39,60,52,25
"ENSG00000116525.9",21,32,69,71,87,59
"ENSG00000160094.10",14,8,30,86,33,52
"ENSG00000134686.12",775,766,1196,1583,1392,835
"ENSG00000233246.1",19,17,36,26,26,36
"ENSG00000121903.10",65,63,235,322,322,227
"ENSG00000121904.13",61,50,38,145,108,49
"ENSG00000142698.10",12,8,6,24,11,11
"ENSG00000163866.8",441,395,572,715,747,358
"ENSG00000189280.3",7,3,8,13,47,31
"ENSG00000189433.5",1,9,8,3,11,17
"ENSG00000188910.7",16,5,10,17,72,60
"ENSG00000187513.8",11,9,17,21,74,110
"ENSG00000230163.1",32,23,46,32,53,37
"ENSG00000241014.1",49,41,37,64,47,62
"ENSG00000243749.1",8,9,18,24,13,4
"ENSG00000163867.12",245,229,400,429,338,233
"ENSG00000197056.5",491,420,734,816,559,333
"ENSG00000116560.6",8687,7628,8718,10086,8963,7654
"ENSG00000146463.7",1790,1636,2911,3531,3283,2100
"ENSG00000240374.2",12,6,12,18,10,26
"ENSG00000229994.1",31,24,28,32,39,47
"ENSG00000142687.13",1610,1470,1726,2374,2084,1427
"ENSG00000236274.1",8,5,12,18,13,19
"ENSG00000020129.11",644,540,1022,1273,1150,876
"ENSG00000239636.1",10,7,15,13,17,14
"ENSG00000116819.6",35,27,39,53,30,44
"ENSG00000126067.7",1884,1682,2035,2997,2374,879
"ENSG00000142686.7",361,336,355,443,421,295
"ENSG00000092853.9",1093,933,1017,1178,1072,941
"ENSG00000134698.10",767,747,812,1032,772,680
"ENSG00000092847.6",2836,2432,4593,5874,5083,3855
"ENSG00000271164.1",16,16,20,23,27,16
"ENSG00000126070.14",1476,1210,1917,2200,1952,1745
"ENSG00000271554.1",16,21,26,11,10,29
"ENSG00000092850.7",12,7,7,18,25,11
"ENSG00000116863.10",471,395,559,701,539,274
"ENSG00000171812.6",19,17,37,61,32,24
"ENSG00000054116.7",758,695,708,888,818,309
"ENSG00000116871.11",1522,1361,2234,2944,2435,1889
"ENSG00000054118.9",5556,4850,5295,6732,5372,3316
"ENSG00000231849.1",16,7,9,12,8,3
"ENSG00000214193.5",605,555,785,1061,1039,947
"ENSG00000142694.6",229,197,246,352,224,208
"ENSG00000116883.8",121,82,91,152,161,139
"ENSG00000196182.6",2045,1989,2766,3575,3857,2423
"ENSG00000181817.5",434,379,439,516,481,192
"ENSG00000116885.14",21,11,9,23,18,23
"ENSG00000116898.7",955,930,876,1044,870,409
"ENSG00000119535.13",58,72,91,107,87,52
"ENSG00000163873.5",33,7,17,30,49,18
"ENSG00000233621.1",7,4,17,24,14,11
"ENSG00000163874.8",262,219,280,320,388,343
"ENSG00000163875.11",1133,953,1305,1617,1273,620
"ENSG00000263675.1",18,17,5,22,7,2
"ENSG00000163877.9",489,394,609,653,626,525
"ENSG00000232273.1",29,26,29,42,29,49
"ENSG00000163879.9",36,30,203,276,213,177
"ENSG00000134697.8",2028,1843,2548,3168,2475,1365
"ENSG00000169218.9",5,6,4,15,13,4
"ENSG00000116922.10",388,314,679,714,581,367
"ENSG00000134690.6",1705,1557,1904,2224,1616,914
"ENSG00000183317.12",37,50,34,57,47,21
"ENSG00000185090.10",30,29,26,29,45,33
"ENSG00000196449.3",217,242,303,374,331,104
"ENSG00000197982.12",380,348,402,536,432,282
"ENSG00000188786.9",291,271,418,472,424,331
"ENSG00000204084.8",1078,931,1421,1824,1240,823
"ENSG00000183431.7",2232,1995,3038,3764,3334,2004
"ENSG00000212541.1",10,3,12,19,16,6
"ENSG00000183386.5",840,717,1303,1474,1403,1105
"ENSG00000183520.7",955,819,981,1218,1076,698
"ENSG00000185668.5",6,10,7,10,15,7
"ENSG00000215895.4",12,8,14,28,22,9
"ENSG00000116954.7",324,293,339,349,360,189
"ENSG00000228436.2",13,10,33,12,27,18
"ENSG00000214114.4",132,179,216,360,240,124
"ENSG00000158315.6",7,8,6,26,20,16
"ENSG00000174574.11",1497,1350,1526,1775,1705,1184
"ENSG00000168653.6",2195,2008,2476,3029,2511,1270
"ENSG00000127603.19",14716,12746,19700,23736,16739,14144
"ENSG00000255103.1",387,333,523,521,398,370
"ENSG00000183682.7",7,8,11,18,18,10
"ENSG00000182109.3",8,15,21,20,23,36
"ENSG00000243970.1",3,4,5,7,12,10
"ENSG00000090621.9",3614,3329,4528,5923,5266,3553
"ENSG00000228060.1",23,22,30,24,33,17
"ENSG00000201457.1",21,11,22,28,36,32
"ENSG00000163909.6",34,9,64,81,139,121
"ENSG00000116981.3",8,5,9,10,20,5
"ENSG00000116983.8",5,12,15,16,24,8
"ENSG00000084072.12",950,919,1132,1496,1129,431
"ENSG00000116985.6",53,43,84,89,105,105
"ENSG00000198754.5",18,13,27,23,36,38
"ENSG00000261798.1",46,37,43,40,34,24
"ENSG00000043514.11",1268,1181,1630,1856,1585,937
"ENSG00000202222.1",32,17,35,14,26,39
"ENSG00000116990.9",459,331,903,1198,1185,669
"ENSG00000236546.1",2,12,12,26,9,8
"ENSG00000168389.13",12,10,15,34,54,28
"ENSG00000228477.1",10,5,2,6,12,4
"ENSG00000131236.12",5071,4528,7758,10115,10281,4187
"ENSG00000131238.12",1827,1674,1588,2393,1753,631
"ENSG00000117000.8",1844,1741,2713,3072,2662,1703
"ENSG00000207508.1",10,6,4,2,15,7
"ENSG00000259943.1",176,187,224,253,198,166
"ENSG00000084073.4",337,276,370,530,403,202
"ENSG00000049089.9",30,48,170,151,159,142
"ENSG00000084070.7",3881,3364,2680,3625,2160,1215
"ENSG00000187801.10",86,91,216,258,264,224
"ENSG00000260920.1",34,33,83,100,106,79
"ENSG00000187815.5",76,79,145,147,177,97
"ENSG00000238287.1",2,1,10,22,17,6
"ENSG00000164002.7",46,25,44,70,72,36
"ENSG00000117010.11",57,64,67,105,83,56
"ENSG00000117016.5",196,168,312,348,265,173
"ENSG00000237899.1",8,5,11,17,7,11
"ENSG00000272145.1",109,113,123,110,116,70
"ENSG00000066136.15",895,705,798,1094,1068,631
"ENSG00000117013.10",529,460,235,314,243,279
"ENSG00000179862.5",66,55,47,81,57,41
"ENSG00000171793.9",1135,996,1195,1482,1426,687
"ENSG00000171790.11",109,108,128,139,197,219
"ENSG00000010803.12",921,908,1024,1308,1281,1078
"ENSG00000235358.1",14,9,21,7,28,17
"ENSG00000204060.4",35,12,81,100,161,140
"ENSG00000127124.9",9,11,22,32,42,52
"ENSG00000198815.4",1117,938,1238,1507,1370,1076
"ENSG00000177181.10",12,8,5,7,13,3
"ENSG00000066185.8",6,7,1,15,11,7
"ENSG00000127125.7",74,61,194,257,180,97
"ENSG00000186409.10",21,17,42,59,68,51
"ENSG00000171960.6",1014,906,1154,1464,1155,449
"ENSG00000234917.1",15,14,22,26,14,10
"ENSG00000065978.13",15214,12900,15799,19194,17197,15660
"ENSG00000164007.6",16,7,9,12,13,7
"ENSG00000117385.11",1611,1448,1257,1806,1584,1143
"ENSG00000164008.9",268,242,213,273,219,175
"ENSG00000228452.1",50,52,39,46,38,21
"ENSG00000177868.7",361,362,238,299,299,174
"ENSG00000164010.9",1464,1323,770,1057,1274,817
"ENSG00000228192.3",114,108,53,63,56,74
"ENSG00000164011.13",151,125,232,289,234,148
"ENSG00000117394.15",6599,5499,2887,4326,6040,2906
"ENSG00000227533.1",353,359,212,150,217,261
"ENSG00000186973.6",4,3,4,16,18,11
"ENSG00000117395.6",721,699,819,1055,1052,470
"ENSG00000243710.3",26,20,14,47,34,20
"ENSG00000179178.6",6,3,11,13,24,24
"ENSG00000066056.9",35,28,22,72,107,65
"ENSG00000117400.10",12,12,17,27,27,17
"ENSG00000234694.1",15,20,15,29,13,9
"ENSG00000117399.9",2522,2540,2860,4033,2545,772
"ENSG00000066322.8",678,640,587,1000,826,297
"ENSG00000159479.12",701,640,875,1109,936,438
"ENSG00000229431.1",20,22,33,17,29,29
"ENSG00000198198.9",1970,1664,2702,3046,3179,3299
"ENSG00000178922.12",62,54,74,110,106,101
"ENSG00000229348.1",10,6,11,9,23,13
"ENSG00000142949.12",3241,2812,302,413,1661,1244
"ENSG00000066135.8",899,766,1323,1603,1431,1024
"ENSG00000236200.1",76,66,70,65,65,72
"ENSG00000126091.15",445,344,444,492,511,440
"ENSG00000229444.1",12,13,11,14,11,14
"ENSG00000233674.2",14,11,13,10,15,5
"ENSG00000224751.2",28,25,29,42,40,35
"ENSG00000117407.12",12,14,21,15,26,25
"ENSG00000237950.1",25,31,58,69,64,62
"ENSG00000117408.6",572,461,674,981,885,531
"ENSG00000132768.9",463,450,549,674,699,345
"ENSG00000117410.9",1286,1257,1222,1770,1558,481
"ENSG00000117411.12",1038,939,968,1430,1130,634
"ENSG00000159214.8",117,99,96,130,102,99
"ENSG00000196517.7",448,390,232,369,707,429
"ENSG00000230615.2",30,16,13,17,28,15
"ENSG00000178028.9",559,501,552,757,639,528
"ENSG00000117419.10",900,810,1141,1427,1140,629
"ENSG00000233602.1",43,20,35,53,48,52
"ENSG00000187147.13",923,828,938,1141,1021,685
"ENSG00000126106.9",83,52,72,103,62,49
"ENSG00000198520.6",4,5,11,26,19,9
"ENSG00000199377.1",20,16,55,44,36,15
"ENSG00000200169.1",22,13,38,31,21,8
"ENSG00000142945.8",4897,4175,5379,6566,4506,2164
"ENSG00000225721.1",45,33,41,23,39,10
"ENSG00000142937.7",26735,25262,28159,33278,25172,9798
"ENSG00000200913.1",65,65,66,90,87,9
"ENSG00000234093.2",15,12,17,17,16,5
"ENSG00000142959.4",11,15,12,33,14,9
"ENSG00000173846.8",259,256,386,519,401,348
"ENSG00000188396.2",51,33,32,29,54,47
"ENSG00000222009.4",100,98,182,165,255,293
"ENSG00000117425.9",120,98,97,135,103,97
"ENSG00000070785.12",1014,866,1203,1639,1232,443
"ENSG00000268949.1",10,9,8,26,17,11
"ENSG00000126107.10",1474,1280,1549,2012,1767,1083
"ENSG00000126088.8",3781,3437,5659,6960,6764,2861
"ENSG00000162415.6",52,45,88,120,109,48
"ENSG00000186603.4",11,12,22,25,21,22
"ENSG00000132781.13",327,344,397,425,410,337
"ENSG00000132773.7",221,201,266,342,351,171
"ENSG00000070759.12",356,305,348,419,281,180
"ENSG00000236624.4",121,100,155,247,143,86
"ENSG00000132763.10",178,165,274,344,246,164
"ENSG00000117450.9",4388,3985,4667,6062,5029,1673
"ENSG00000117448.9",1607,1564,1783,2173,1693,789
"ENSG00000132780.12",5421,4617,5443,6102,4927,3777
"ENSG00000159588.10",96,79,91,142,150,113
"ENSG00000159592.6",2437,2215,2949,3638,2996,2029
"ENSG00000225447.1",25,19,27,30,24,26
"ENSG00000234329.1",31,47,60,60,91,126
"ENSG00000159596.6",774,737,1076,1143,1039,519
"ENSG00000197429.6",229,181,305,326,264,188
"ENSG00000230896.1",27,17,30,33,15,31
"ENSG00000086015.16",1739,1516,1786,2239,1678,1531
"ENSG00000117461.10",212,193,203,247,186,163
"ENSG00000117472.5",12,15,7,14,7,12
"ENSG00000085998.9",829,666,772,1134,843,481
"ENSG00000171357.5",18,11,24,14,26,13
"ENSG00000085999.7",983,913,1096,1416,1172,830
"ENSG00000132128.12",1893,1566,2368,2986,2583,1609
"ENSG00000173660.7",5438,5099,6665,8586,6797,1656
"ENSG00000117481.6",1003,889,1243,1684,1256,724
"ENSG00000117480.11",43,21,55,67,63,63
"ENSG00000232022.2",26,26,29,28,18,21
"ENSG00000224863.1",6,10,9,10,4,6
"ENSG00000225667.1",12,6,9,15,9,4
"ENSG00000197587.6",493,401,397,506,119,88
"ENSG00000269956.1",15,21,20,28,16,17
"ENSG00000079277.15",570,468,697,913,659,456
"ENSG00000142961.10",107,99,224,265,258,190
"ENSG00000123472.8",321,313,486,639,550,339
"ENSG00000159658.6",1346,1145,1321,1656,1483,1158
"ENSG00000186118.7",4,5,19,13,19,19
"ENSG00000228237.1",16,11,9,13,18,18
"ENSG00000142973.8",14,13,5,23,16,4
"ENSG00000187048.8",19,15,5,38,36,18
"ENSG00000186377.6",21,7,7,9,24,11
"ENSG00000186160.4",15,8,11,21,17,11
"ENSG00000225506.2",13,9,11,7,12,7
"ENSG00000162365.7",42,27,27,44,48,31
"ENSG00000224805.2",16,9,11,15,9,6
"ENSG00000162366.3",13,8,3,9,11,3
"ENSG00000162367.7",3170,2842,1799,2391,2695,1660
"ENSG00000226252.1",303,208,123,148,201,154
"ENSG00000123473.11",2062,1796,1857,2170,2019,1549
"ENSG00000162368.9",1826,1823,2303,2643,2370,1264
"ENSG00000225762.1",8,2,20,20,10,8
"ENSG00000237424.1",572,558,397,590,556,325
"ENSG00000186564.5",411,394,278,436,363,280
"ENSG00000269113.3",11,8,9,23,11,7
"ENSG00000117834.8",9,12,12,28,23,15
"ENSG00000132122.7",14,7,12,15,25,11
"ENSG00000186094.12",16,6,2,25,7,9
"ENSG00000162374.12",3,12,16,18,17,12
"ENSG00000142700.7",11,10,7,33,20,4
"ENSG00000185104.15",2851,2529,3480,4178,3649,2248
"ENSG00000225767.1",34,21,34,32,27,47
"ENSG00000230585.2",82,80,56,61,72,61
"ENSG00000237130.1",16,12,20,14,19,18
"ENSG00000123080.6",967,794,715,982,1099,613
"ENSG00000123091.4",376,385,445,606,491,360
"ENSG00000233406.4",48,38,38,49,41,39
"ENSG00000236434.2",16,8,17,7,22,16
"ENSG00000085831.11",36,25,73,99,69,53
"ENSG00000085832.12",2656,2416,3562,4722,3726,2424
"ENSG00000232027.2",25,15,41,37,38,40
"ENSG00000238140.1",7,12,15,14,27,17
"ENSG00000227070.1",75,55,241,218,206,263
"ENSG00000227742.1",23,33,116,84,92,91
"ENSG00000117859.14",3251,2773,3927,4798,3751,2232
"ENSG00000236973.2",20,30,24,21,16,18
"ENSG00000232846.1",13,10,23,17,20,5
"ENSG00000078618.15",5503,4870,6714,8350,6816,4049
"ENSG00000266993.1",31,35,46,66,36,48
"ENSG00000230604.2",17,22,27,30,32,21
"ENSG00000169213.6",16,20,35,47,69,31
"ENSG00000117862.7",637,609,718,1102,796,295
"ENSG00000198841.3",216,175,201,281,285,174
"ENSG00000228369.2",14,9,16,15,12,9
"ENSG00000134717.13",570,570,759,876,811,383
"ENSG00000157077.10",574,489,614,819,586,409
"ENSG00000241745.2",11,7,7,11,3,8
"ENSG00000223429.1",20,6,9,6,10,7
"ENSG00000224255.2",10,14,11,6,15,11
"ENSG00000154222.10",981,853,1061,1222,1139,1088
"ENSG00000272100.1",9,15,10,17,9,5
"ENSG00000224680.4",5,9,8,8,12,14
"ENSG00000085840.8",2823,2418,2973,3488,2341,1282
"ENSG00000134748.12",1513,1316,1854,2371,1880,1465
"ENSG00000134744.9",1538,1362,2429,2695,2033,1983
"ENSG00000162377.4",384,367,627,754,630,340
"ENSG00000162378.8",789,764,1156,1392,1114,661
"ENSG00000228929.1",10,9,4,13,12,3
"ENSG00000203995.5",831,654,1046,1228,886,754
"ENSG00000242391.2",13,12,24,13,14,19
"ENSG00000121310.12",308,265,496,499,433,437
"ENSG00000116171.12",985,802,861,1095,774,390
"ENSG00000174348.9",10,8,6,15,11,11
"ENSG00000162383.7",20,14,9,13,13,14
"ENSG00000157184.5",273,275,366,453,417,176
"ENSG00000162384.9",434,378,556,718,617,307
"ENSG00000259818.1",16,6,11,9,11,8
"ENSG00000162385.6",429,366,446,641,603,232
"ENSG00000226754.1",11,9,10,7,13,6
"ENSG00000270172.1",38,42,50,46,38,48
"ENSG00000157193.10",1024,938,793,994,878,751
"ENSG00000228838.1",34,8,8,16,11,10
"ENSG00000225030.1",13,7,10,9,4,11
"ENSG00000232762.1",43,37,34,32,31,47
"ENSG00000143006.7",12,8,20,29,42,18
"ENSG00000174332.3",15,11,12,27,17,9
"ENSG00000058804.10",1545,1436,1395,1870,1374,573
"ENSG00000058799.9",243,235,222,337,269,101
"ENSG00000211452.6",23,12,27,50,33,48
"ENSG00000081870.7",674,614,641,771,700,385
"ENSG00000116212.10",744,665,733,936,882,318
"ENSG00000203985.6",10,4,2,23,6,8
"ENSG00000272091.1",10,18,7,26,8,7
"ENSG00000116209.7",1246,1217,1309,1892,1539,374
"ENSG00000203276.2",15,20,22,33,14,13
"ENSG00000116205.6",231,159,252,346,266,176
"ENSG00000237611.1",3,10,18,12,6,12
"ENSG00000212670.1",7,22,28,36,28,27
"ENSG00000157211.10",3,9,10,6,15,2
"ENSG00000248835.2",115,95,120,169,140,103
"ENSG00000215883.5",189,184,223,256,202,148
"ENSG00000116221.11",2441,2284,2047,2741,2317,952
"ENSG00000157216.11",697,550,910,1081,944,950
"ENSG00000198711.4",43,32,46,53,49,31
"ENSG00000225632.1",12,14,14,19,10,15
"ENSG00000162390.13",28,22,50,101,194,126
"ENSG00000162391.7",11,4,11,22,16,11
"ENSG00000243725.2",85,56,66,103,82,34
"ENSG00000162396.5",136,101,199,245,210,71
"ENSG00000006555.6",15,12,9,9,15,4
"ENSG00000162398.7",13,9,10,21,18,9
"ENSG00000116133.7",5573,4800,3922,5802,5503,2470
"ENSG00000162399.6",10,4,4,15,6,3
"ENSG00000169174.9",8708,7710,4538,6601,4067,2523
"ENSG00000162402.8",7015,6413,7536,9296,7282,5119
"ENSG00000199831.1",14,23,11,25,44,11
"ENSG00000162407.8",22,8,4,21,7,1
"ENSG00000187889.8",9,5,5,17,20,5
"ENSG00000157131.10",16,4,4,10,10,4
"ENSG00000021852.8",13,7,4,15,16,4
"ENSG00000173406.11",12,12,6,21,13,4
"ENSG00000162600.7",171,149,219,205,160,84
"ENSG00000185839.2",8,13,15,30,25,14
"ENSG00000162601.5",1310,1229,1336,1433,1360,1245
"ENSG00000177606.5",1929,1875,2281,2625,2634,2467
"ENSG00000172456.12",140,132,180,273,242,155
"ENSG00000134709.6",9,13,9,19,12,4
"ENSG00000134716.5",11,10,3,13,14,5
"ENSG00000162598.9",6,6,4,24,15,8
"ENSG00000226476.2",141,120,211,220,216,263
"ENSG00000162599.11",928,773,814,1091,719,627
"ENSG00000270742.1",45,46,47,56,39,34
"ENSG00000237853.2",40,18,14,28,23,18
"ENSG00000162604.8",412,368,308,354,312,211
"ENSG00000132849.14",35,21,21,46,41,24
"ENSG00000132854.14",12,6,13,52,21,4
"ENSG00000162607.8",1428,1307,1298,1569,1489,787
"ENSG00000116641.11",612,511,562,645,570,364
"ENSG00000132855.4",23,8,14,6,17,13
"ENSG00000235545.1",24,15,17,11,13,9
"ENSG00000125703.10",195,184,236,306,202,99
"ENSG00000230798.1",13,9,6,13,18,8
"ENSG00000187140.4",10,5,18,21,26,5
"ENSG00000088035.11",161,152,131,158,175,110
"ENSG00000142856.12",577,503,545,693,461,325
"ENSG00000203965.8",114,66,62,79,83,53
"ENSG00000079739.11",16,12,13,41,43,4
"ENSG00000185483.7",23,13,9,24,28,7
"ENSG00000177414.9",7,14,3,12,16,3
"ENSG00000158966.9",23,12,10,27,21,8
"ENSG00000162437.10",606,470,1019,1314,1436,1006
"ENSG00000162434.7",2292,1954,2784,3689,4489,2653
"ENSG00000226891.2",23,10,31,40,52,81
"ENSG00000185031.6",10,6,9,12,18,11
"ENSG00000272506.1",1,3,12,9,9,17
"ENSG00000212257.1",4,5,6,10,4,12
"ENSG00000231485.1",5,17,15,35,10,29
"ENSG00000162433.10",1597,1336,1126,1380,1368,754
"ENSG00000116675.11",4403,4010,2458,3141,3310,2056
"ENSG00000229294.1",111,72,67,48,78,109
"ENSG00000234144.1",36,30,13,12,20,14
"ENSG00000116678.14",4614,4308,362,461,347,168
"ENSG00000213625.4",2167,2137,721,898,1028,632
"ENSG00000224570.1",157,116,16,27,11,17
"ENSG00000184588.13",20,13,15,32,24,13
"ENSG00000118473.17",19,19,13,29,29,30
"ENSG00000152760.5",5,4,2,13,10,7
"ENSG00000152763.12",59,70,59,87,59,42
"ENSG00000198160.10",749,737,841,944,723,520
"ENSG00000116704.6",442,332,349,414,277,157
"ENSG00000203963.7",9,5,4,23,15,9
"ENSG00000162594.10",226,246,343,366,167,98
"ENSG00000228523.1",6,4,15,18,3,10
"ENSG00000081985.6",44,40,178,168,97,100
"ENSG00000142864.10",10937,9756,9846,12627,9479,6122
"ENSG00000223263.1",11,7,14,13,8,7
"ENSG00000116717.7",2513,2007,1616,2160,2467,1794
"ENSG00000172380.5",12,7,150,215,94,43
"ENSG00000162595.4",8,7,154,193,26,8
"ENSG00000116729.9",29,6,6,15,23,4
"ENSG00000116745.6",6,9,4,20,13,2
"ENSG00000024526.12",627,604,487,595,452,242
"ENSG00000233589.1",24,29,14,22,9,4
"ENSG00000234264.1",16,9,16,20,10,1
"ENSG00000033122.14",70,58,51,74,89,55
"ENSG00000066557.5",600,533,470,519,403,190
"ENSG00000116754.9",3699,3488,3440,3817,3218,2784
"ENSG00000118454.8",771,675,615,810,557,477
"ENSG00000197568.9",49,43,61,88,93,32
"ENSG00000116761.7",480,410,871,1052,827,508
"ENSG00000271992.1",28,16,27,51,22,21
"ENSG00000050628.16",695,575,610,790,690,401
"ENSG00000235079.1",6,11,5,16,10,9
"ENSG00000132485.8",2234,1917,2378,2844,2348,2095
"ENSG00000207721.1",10,5,10,9,9,3
"ENSG00000229956.5",5,3,16,15,16,11
"ENSG00000172260.9",11,8,5,18,26,5
"ENSG00000162620.11",24,16,20,27,23,10
"ENSG00000254685.2",117,137,143,154,98,46
"ENSG00000178965.9",18,20,14,41,35,9
"ENSG00000116791.9",602,547,611,714,468,194
"ENSG00000162623.11",472,453,421,514,391,229
"ENSG00000162624.10",11,8,5,4,19,5
"ENSG00000137968.12",486,385,404,445,670,572
"ENSG00000224493.1",13,6,17,11,23,23
"ENSG00000213579.3",11,10,13,14,10,4
"ENSG00000230863.2",55,50,30,26,49,71
"ENSG00000117054.9",1236,1105,1071,1256,1088,590
"ENSG00000181227.2",91,58,74,86,106,77
"ENSG00000137955.11",1770,1637,1527,1813,1493,934
"ENSG00000057468.6",25,15,18,46,45,25
"ENSG00000184005.9",13,12,11,25,29,13
"ENSG00000226415.1",45,49,37,44,50,14
"ENSG00000117069.10",6,12,4,13,17,4
"ENSG00000142892.10",287,297,197,261,203,102
"ENSG00000226084.4",27,31,37,50,35,10
"ENSG00000154027.14",12,11,13,42,25,13
"ENSG00000036549.8",1052,985,1233,1370,1176,869
"ENSG00000243437.2",9,17,6,12,14,7
"ENSG00000077254.10",1653,1470,2080,2262,1879,1193
"ENSG00000180488.10",224,190,210,247,222,153
"ENSG00000235613.2",32,21,21,19,16,16
"ENSG00000162614.14",30,41,61,47,64,47
"ENSG00000162613.12",4651,3995,4001,4291,3693,3138
"ENSG00000162616.8",541,503,489,605,534,357
"ENSG00000273338.1",4,6,10,5,10,5
"ENSG00000137959.11",8,11,9,23,6,6
"ENSG00000137965.6",7,3,2,16,12,2
"ENSG00000117114.15",22,13,18,38,48,12
"ENSG00000227288.3",3,12,7,16,16,6
"ENSG00000137941.12",33,25,56,102,176,150
"ENSG00000271576.1",164,163,101,186,124,59
"ENSG00000142875.15",76,74,108,137,230,132
"ENSG00000213540.3",8,3,12,12,26,25
"ENSG00000203943.4",2,7,23,40,20,10
"ENSG00000117133.6",511,482,574,647,519,312
"ENSG00000174021.6",608,518,543,884,826,463
"ENSG00000122432.12",27,23,34,43,37,22
"ENSG00000117151.8",214,167,214,277,245,138
"ENSG00000117155.12",1786,1702,1663,1938,1672,1128
"ENSG00000171517.5",3,7,4,21,10,4
"ENSG00000153898.8",13,5,6,22,21,6
"ENSG00000162643.8",12,14,12,34,18,9
"ENSG00000055732.8",6,13,8,8,12,11
"ENSG00000097096.8",1055,849,701,852,630,377
"ENSG00000162642.9",547,422,338,381,341,276
"ENSG00000142867.8",246,223,239,275,254,155
"ENSG00000153904.14",20,16,18,27,26,17
"ENSG00000142871.11",125,100,81,127,152,141
"ENSG00000117174.6",290,309,443,523,414,285
"ENSG00000171502.10",32,21,28,88,86,28
"ENSG00000122417.11",89,64,131,122,132,93
"ENSG00000137975.7",7,8,9,36,13,13
"ENSG00000016490.11",5,11,10,25,33,7
"ENSG00000016602.8",16,8,6,11,17,5
"ENSG00000261737.1",4,11,2,10,7,2
"ENSG00000097033.10",815,713,1123,1399,989,708
"ENSG00000183291.11",1364,1393,1193,1550,1218,358
"ENSG00000153936.12",1110,1009,1247,1512,1119,617
"ENSG00000267734.1",72,51,89,80,58,78
"ENSG00000224198.1",33,36,37,22,33,41
"ENSG00000235251.2",15,10,16,18,7,15
"ENSG00000225568.1",19,16,22,17,16,37
"ENSG00000143013.8",283,290,278,363,309,175
"ENSG00000237505.2",12,12,2,14,11,3
"ENSG00000065243.14",1139,891,910,1074,992,812
"ENSG00000207234.1",14,10,3,12,12,6
"ENSG00000241975.1",32,27,22,21,30,10
