ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_3234813	1.58E-14	7.31E-17	-5.66E+01	29.2383558	-2.27634157	NA		
ILMN_1693985	1.66E-14	7.72E-17	5.64E+01	29.1834323	2.29751702	961441411	JPH1	junctophilin 1
ILMN_1865736	1.66E-14	7.73E-17	-5.64E+01	29.1813372	-1.97928454	21756493	LOC729451	uncharacterized LOC729451
ILMN_2366654	1.67E-14	7.83E-17	-5.63E+01	29.1685424	-2.13371466	451172092	NR5A2	nuclear receptor subfamily 5 group A member 2
ILMN_1797295	1.69E-14	7.95E-17	-5.62E+01	29.1529124	-2.46942346	157785547	PASD1	PAS domain containing 1
ILMN_1748625	1.72E-14	8.10E-17	-5.62E+01	29.1344857	-2.60689838	803378403	TCEAL4	transcription elongation factor A like 4
ILMN_2376205	1.75E-14	8.28E-17	5.61E+01	29.1123704	2.38112686	4505034	LTB	lymphotoxin beta
ILMN_1798081	1.76E-14	8.38E-17	5.60E+01	29.100153	2.16720662	1041817980	PTPRF	"protein tyrosine phosphatase, receptor type F"
ILMN_2323801	1.86E-14	8.90E-17	5.58E+01	29.0397202	2.83297415	283806690	MOCS1	molybdenum cofactor synthesis 1
ILMN_3226181	1.86E-14	8.94E-17	-5.57E+01	29.0346268	-2.47711286	343887368	NUDT7	nudix hydrolase 7
ILMN_3246538	1.89E-14	9.14E-17	-5.56E+01	29.0126975	-1.9534769	NA		
ILMN_3178258	1.89E-14	9.19E-17	5.56E+01	29.0072693	1.90072057	NA		
ILMN_1759344	1.89E-14	9.20E-17	-5.56E+01	29.0061733	-2.29750358	NA		
ILMN_1794595	1.90E-14	9.29E-17	5.56E+01	28.9967866	2.11179649	375268696	GAMT	guanidinoacetate N-methyltransferase
ILMN_2367126	1.95E-14	9.58E-17	5.54E+01	28.965646	1.97614647	195539359	ALAS2	5'-aminolevulinate synthase 2
ILMN_1677038	1.96E-14	9.65E-17	-5.54E+01	28.9579642	-2.29115116	157671944	CPED1	cadherin like and PC-esterase domain containing 1
ILMN_1719250	1.97E-14	9.75E-17	-5.54E+01	28.9470443	-2.30322139	148612886	SLC44A4	solute carrier family 44 member 4
ILMN_3238967	1.98E-14	9.85E-17	-5.53E+01	28.9373892	-2.10681886	NA		
ILMN_1664154	2.11E-14	1.05E-16	-5.50E+01	28.8680258	-2.02369147	NA		
ILMN_1699772	2.11E-14	1.06E-16	5.50E+01	28.8657465	2.32608794	215276977	RRAGD	Ras related GTP binding D
ILMN_1701877	2.12E-14	1.07E-16	5.50E+01	28.8535409	2.08583881	520260356	AXL	AXL receptor tyrosine kinase
ILMN_1697268	2.16E-14	1.09E-16	5.49E+01	28.8328323	2.29978812	60498977	EMILIN2	elastin microfibril interfacer 2
ILMN_1768454	2.19E-14	1.11E-16	-5.48E+01	28.8122156	-2.50811146	209180471	DCAF4L2	DDB1 and CUL4 associated factor 4 like 2
ILMN_1673522	2.19E-14	1.12E-16	-5.48E+01	28.8106952	-2.0897978	157388922	MOCOS	molybdenum cofactor sulfurase
ILMN_1760990	2.19E-14	1.12E-16	5.48E+01	28.806345	1.96507884	666875814	SH3GL3	"SH3 domain containing GRB2 like 3, endophilin A3"
ILMN_1698015	2.36E-14	1.21E-16	5.44E+01	28.7258976	2.27276669	18104951	TBX1	T-box 1
ILMN_1674983	2.38E-14	1.23E-16	-5.44E+01	28.7123452	-2.42814091	NA		
ILMN_1770824	2.47E-14	1.28E-16	-5.42E+01	28.6707322	-2.64792505	258613905	ARHGAP4	Rho GTPase activating protein 4
ILMN_1666221	2.62E-14	1.36E-16	5.39E+01	28.6076648	1.94348523	NA		
ILMN_1749081	2.62E-14	1.37E-16	5.39E+01	28.603502	2.09813266	635574609	AUTS2	autism susceptibility candidate 2
ILMN_1751625	2.62E-14	1.38E-16	5.39E+01	28.5993555	2.74378928	73486648	MS4A3	membrane spanning 4-domains A3
ILMN_1714167	2.67E-14	1.41E-16	5.38E+01	28.577118	2.30308271	318037579	CYB5A	cytochrome b5 type A
ILMN_1684368	2.67E-14	1.41E-16	-5.38E+01	28.5711024	-1.89313867	296317235	SMIM3	small integral membrane protein 3
ILMN_1780898	2.76E-14	1.47E-16	-5.36E+01	28.5325728	-2.21413828	654823698	PRKCH	protein kinase C eta
ILMN_1685641	2.84E-14	1.51E-16	-5.35E+01	28.5016037	-1.89718815	1042705442	BCHE	butyrylcholinesterase
ILMN_1701731	2.89E-14	1.55E-16	-5.34E+01	28.4798168	-2.31577403	24497579	AKR1B1	aldo-keto reductase family 1 member B
ILMN_1672094	2.92E-14	1.57E-16	-5.34E+01	28.465166	-1.95613022	84043957	DLX1	distal-less homeobox 1
ILMN_1768637	3.00E-14	1.62E-16	-5.32E+01	28.4348474	-2.13655877	151101269	TNNI3	"troponin I3, cardiac type"
ILMN_1796138	3.16E-14	1.71E-16	-5.30E+01	28.3760095	-2.15910104	156523233	BMX	BMX non-receptor tyrosine kinase
ILMN_2233319	3.40E-14	1.85E-16	-5.27E+01	28.2987963	-2.21990936	608601809	SPANXA1	"sperm protein associated with the nucleus, X-linked, family member A1"
ILMN_1781400	3.45E-14	1.88E-16	5.26E+01	28.280394	1.85627953	258614004	SLC7A2	solute carrier family 7 member 2
ILMN_1693119	3.46E-14	1.90E-16	5.26E+01	28.2699855	1.88143484	948549851	LYPD6B	LY6/PLAUR domain containing 6B
ILMN_2390299	3.46E-14	1.90E-16	5.26E+01	28.2699837	2.07667927	73747873	PSMB8	proteasome subunit beta 8
ILMN_1671482	3.53E-14	1.95E-16	-5.25E+01	28.2439827	-2.05256194	224494751	GALM	galactose mutarotase
ILMN_1657803	3.57E-14	1.98E-16	-5.24E+01	28.2284155	-2.21035884	184172391	CFH	complement factor H
ILMN_3300353	3.62E-14	2.02E-16	-5.23E+01	28.2093	-1.99556703	226246624	ISPD	isoprenoid synthase domain containing
ILMN_2305112	3.62E-14	2.03E-16	-5.23E+01	28.203656	-1.99962528	299473760	CTH	cystathionine gamma-lyase
ILMN_3236963	3.62E-14	2.04E-16	-5.23E+01	28.2012661	-2.09778042	968121883	GAGE2E	G antigen 2E
ILMN_1711611	3.62E-14	2.05E-16	5.23E+01	28.1962996	1.90156581	NA		
ILMN_1712719	3.62E-14	2.05E-16	-5.23E+01	28.1931068	-2.40623269	310750346	MAP7	microtubule associated protein 7
ILMN_1716382	3.62E-14	2.05E-16	5.22E+01	28.1921052	2.21082983	NA		
ILMN_1711245	3.68E-14	2.09E-16	-5.22E+01	28.1727357	-1.90480771	259089431	SCG3	secretogranin III
ILMN_1694426	3.86E-14	2.21E-16	-5.19E+01	28.1173542	-1.74030012	317008621	ROR2	receptor tyrosine kinase like orphan receptor 2
ILMN_2352090	3.86E-14	2.22E-16	5.19E+01	28.1144606	1.77778722	40217832	GPRC5C	G protein-coupled receptor class C group 5 member C
ILMN_1730816	3.97E-14	2.29E-16	5.18E+01	28.0835783	2.07646489	9951912	GPR162	G protein-coupled receptor 162
ILMN_2307861	4.02E-14	2.32E-16	-5.17E+01	28.0667578	-2.10151405	190343014	COL6A3	collagen type VI alpha 3 chain
ILMN_1653415	4.07E-14	2.36E-16	-5.17E+01	28.0507358	-1.97762472	608601808	SPANXA2	SPANX family member A2
ILMN_1751120	4.17E-14	2.43E-16	-5.16E+01	28.0206776	-1.88692968	21264599	HIST1H4H	"histone cluster 1, H4h"
ILMN_1690680	4.22E-14	2.47E-16	-5.15E+01	28.0066085	-2.32240437	522838257	SSX1	SSX family member 1
ILMN_1689336	4.24E-14	2.49E-16	5.15E+01	27.9971838	2.60334041	83977447	HOXA10	homeobox A10
ILMN_1775170	4.41E-14	2.59E-16	5.13E+01	27.9543106	1.81437676	194239656	MT1X	metallothionein 1X
ILMN_1753502	4.43E-14	2.62E-16	-5.13E+01	27.9457807	-1.75080104	62865875	IGSF11	immunoglobulin superfamily member 11
ILMN_1713636	4.82E-14	2.86E-16	-5.09E+01	27.8562322	-3.11025508	52352807	S100A6	S100 calcium binding protein A6
ILMN_1737514	5.15E-14	3.06E-16	-5.06E+01	27.785165	-2.55862697	74101436	KYNU	kynureninase
ILMN_1679185	5.28E-14	3.15E-16	5.05E+01	27.75605	2.00140691	260656053	LEF1	lymphoid enhancer binding factor 1
ILMN_1808587	5.40E-14	3.23E-16	5.04E+01	27.7294653	1.91783546	118498344	ZFHX3	zinc finger homeobox 3
ILMN_1798270	5.49E-14	3.30E-16	-5.04E+01	27.7087181	-2.10496214	169234727	SMCO4	single-pass membrane protein with coiled-coil domains 4
ILMN_1750181	5.54E-14	3.34E-16	5.03E+01	27.696643	2.36981227	269996001	TESC	tescalcin
ILMN_1687440	5.71E-14	3.46E-16	5.02E+01	27.6610563	1.78621373	257470982	HIPK2	homeodomain interacting protein kinase 2
ILMN_1806733	5.82E-14	3.54E-16	5.01E+01	27.6387004	2.07112554	732663007	COL18A1	collagen type XVIII alpha 1 chain
ILMN_1675656	6.17E-14	3.76E-16	-4.98E+01	27.5752494	-1.69287351	375151571	PPFIBP2	PPFIA binding protein 2
ILMN_2261416	6.17E-14	3.78E-16	-4.98E+01	27.5708768	-1.73936151	98985799	CD3D	CD3d molecule
ILMN_2341724	6.18E-14	3.80E-16	-4.98E+01	27.5643899	-1.98943588	NA		
ILMN_1674386	6.18E-14	3.81E-16	4.98E+01	27.5625481	1.87530884	152963643	PITX1	paired like homeodomain 1
ILMN_1676361	6.27E-14	3.88E-16	4.97E+01	27.543701	1.83456191	365733564	ARHGAP22	Rho GTPase activating protein 22
ILMN_2350634	6.44E-14	4.00E-16	4.96E+01	27.5136896	1.84651569	320118885	EFEMP1	EGF containing fibulin like extracellular matrix protein 1
ILMN_1784552	6.72E-14	4.18E-16	-4.94E+01	27.4672668	-2.17936929	NA		
ILMN_3243856	6.77E-14	4.23E-16	-4.94E+01	27.4559104	-1.96301277	188219777	GAGE12B	G antigen 12B
ILMN_2243553	6.80E-14	4.26E-16	-4.94E+01	27.447272	-2.10976732	298231194	ZNF275	zinc finger protein 275
ILMN_2191967	7.12E-14	4.48E-16	-4.92E+01	27.3972514	-2.52361691	148226060	SPRR2D	small proline rich protein 2D
ILMN_1795836	7.24E-14	4.57E-16	-4.91E+01	27.3763635	-1.87959653	930155605	YBEY	ybeY metallopeptidase (putative)
ILMN_2211030	7.45E-14	4.72E-16	-4.90E+01	27.3435085	-1.75510928	608601817	SPANXB1	SPANX family member B1
ILMN_2208903	7.45E-14	4.73E-16	4.90E+01	27.3403644	1.79414697	68342029	CD52	CD52 molecule
ILMN_1696432	7.47E-14	4.77E-16	-4.89E+01	27.3317745	-2.22289405	538917457	IDH1	"isocitrate dehydrogenase (NADP(+)) 1, cytosolic"
ILMN_1763127	7.47E-14	4.78E-16	4.89E+01	27.33083	1.83212846	156523973	ACKR2	atypical chemokine receptor 2
ILMN_1729314	7.62E-14	4.89E-16	-4.88E+01	27.3068323	-2.00143538	727346118	PRG2	"proteoglycan 2, pro eosinophil major basic protein"
ILMN_1695187	7.66E-14	4.93E-16	4.88E+01	27.2983611	2.20347729	149408156	GYPE	glycophorin E (MNS blood group)
ILMN_2278806	8.15E-14	5.28E-16	-4.85E+01	27.2275024	-2.00311102	28559011	SSX4	SSX family member 4
ILMN_1785330	8.15E-14	5.30E-16	4.85E+01	27.2246139	2.0687989	83722276	SH3BP4	SH3 domain binding protein 4
ILMN_1741129	8.15E-14	5.30E-16	-4.85E+01	27.2244283	-1.76154783	223941936	VCX3A	"variable charge, X-linked 3A"
ILMN_1707077	8.25E-14	5.38E-16	-4.85E+01	27.2091176	-2.1698696	942429602	SORT1	sortilin 1
ILMN_1746465	8.33E-14	5.45E-16	4.84E+01	27.1956561	1.78752396	195222723	FJX1	four jointed box 1
ILMN_2173611	8.41E-14	5.52E-16	4.84E+01	27.1831119	2.34859037	83367074	MT1E	metallothionein 1E
ILMN_1779448	8.41E-14	5.54E-16	-4.84E+01	27.1798247	-1.74998644	237649043	EFHD1	EF-hand domain family member D1
ILMN_1664350	8.49E-14	5.63E-16	-4.83E+01	27.1621054	-1.92779935	469608372	GBA3	glucosylceramidase beta 3 (gene/pseudogene)
ILMN_3240144	8.49E-14	5.63E-16	4.83E+01	27.161959	1.77273087	672228742	HBA1	hemoglobin subunit alpha 1
ILMN_3285231	8.49E-14	5.64E-16	-4.83E+01	27.1599741	-2.02152689	NA		
ILMN_2239774	8.54E-14	5.70E-16	-4.83E+01	27.150782	-1.93752769	1011750880	FAM83A	family with sequence similarity 83 member A
ILMN_1806907	8.65E-14	5.79E-16	4.82E+01	27.1345985	2.12551622	55769532	PAWR	pro-apoptotic WT1 regulator
ILMN_1717052	8.71E-14	5.85E-16	-4.82E+01	27.1237171	-1.72320731	116812599	STARD10	StAR related lipid transfer domain containing 10
ILMN_1717727	9.22E-14	6.23E-16	-4.79E+01	27.05806	-1.8908839	NA		
ILMN_1751460	9.22E-14	6.24E-16	4.79E+01	27.0569574	2.53118364	56550101	FEV	"FEV, ETS transcription factor"
ILMN_1754078	9.22E-14	6.25E-16	4.79E+01	27.0559498	1.73873598	209571529	CABP7	calcium binding protein 7
ILMN_1690971	9.31E-14	6.37E-16	-4.78E+01	27.0363141	-2.71849436	523425743	SSX3	SSX family member 3
ILMN_2365307	9.31E-14	6.37E-16	4.78E+01	27.0362592	1.6034164	67188442	CD276	CD276 molecule
ILMN_2095759	9.31E-14	6.37E-16	4.78E+01	27.0361602	1.69671903	1023301006	OGFRL1	opioid growth factor receptor like 1
ILMN_1717248	9.63E-14	6.61E-16	-4.77E+01	26.9979236	-2.13606566	190014614	C9orf66	chromosome 9 open reading frame 66
ILMN_2220187	1.00E-13	6.89E-16	-4.76E+01	26.9552396	-1.68087928	347659026	GFPT1	glutamine--fructose-6-phosphate transaminase 1
ILMN_1691860	1.00E-13	6.90E-16	4.75E+01	26.9536007	1.89721425	384475545	SPRY1	sprouty RTK signaling antagonist 1
ILMN_2091347	1.03E-13	7.11E-16	-4.74E+01	26.9234567	-2.41729406	538917457	IDH1	"isocitrate dehydrogenase (NADP(+)) 1, cytosolic"
ILMN_3307982	1.07E-13	7.46E-16	-4.73E+01	26.8731027	-2.56053588	NA		
ILMN_1778401	1.08E-13	7.53E-16	4.72E+01	26.864376	2.41409302	977380217	HLA-B	"major histocompatibility complex, class I, B"
ILMN_1737025	1.08E-13	7.57E-16	4.72E+01	26.8582713	2.02487832	221139708	PLCL2	phospholipase C like 2
ILMN_1800787	1.08E-13	7.60E-16	4.72E+01	26.854409	1.95261875	41872576	RFTN1	"raftlin, lipid raft linker 1"
ILMN_3182171	1.13E-13	7.95E-16	-4.70E+01	26.8086568	-1.72916227	164663829	FGGY	FGGY carbohydrate kinase domain containing
ILMN_1807304	1.14E-13	8.05E-16	-4.70E+01	26.7953802	-1.6568087	46411171	MBNL1	muscleblind like splicing regulator 1
ILMN_1746720	1.15E-13	8.15E-16	4.69E+01	26.7829878	1.58950712	209862741	TTC39C	tetratricopeptide repeat domain 39C
ILMN_1667239	1.15E-13	8.18E-16	4.69E+01	26.7785524	2.04193306	193083152	INPP1	inositol polyphosphate-1-phosphatase
ILMN_1736178	1.18E-13	8.41E-16	4.68E+01	26.7502865	1.65202287	495528518	AEBP1	AE binding protein 1
ILMN_1720041	1.19E-13	8.51E-16	4.68E+01	26.738868	1.77691853	261878499	MAGEC1	MAGE family member C1
ILMN_2081682	1.23E-13	8.83E-16	-4.66E+01	26.7001345	-1.89083993	312222761	SMAP2	small ArfGAP2
ILMN_1727402	1.26E-13	9.04E-16	-4.66E+01	26.6759041	-1.74411164	635574605	HCLS1	hematopoietic cell-specific Lyn substrate 1
ILMN_1736670	1.27E-13	9.16E-16	4.65E+01	26.662766	1.66494568	349732222	PPP1R3C	protein phosphatase 1 regulatory subunit 3C
ILMN_2171289	1.32E-13	9.50E-16	-4.64E+01	26.6254374	-1.78946833	373838706	SAMSN1	"SAM domain, SH3 domain and nuclear localization signals 1"
ILMN_1774823	1.32E-13	9.53E-16	4.64E+01	26.621515	1.75018632	984880774	RPL34	ribosomal protein L34
ILMN_2363668	1.32E-13	9.59E-16	-4.63E+01	26.615995	-2.08188404	224451027	YIF1B	"Yip1 interacting factor homolog B, membrane trafficking protein"
ILMN_1718565	1.32E-13	9.62E-16	4.63E+01	26.6127788	1.64814839	169790897	CDKN1C	cyclin dependent kinase inhibitor 1C
ILMN_3244876	1.33E-13	9.72E-16	-4.63E+01	26.6013326	-1.94896053	NA		
ILMN_1770085	1.38E-13	1.01E-15	4.62E+01	26.5621738	1.59976169	28872718	BTG2	BTG anti-proliferation factor 2
ILMN_1806692	1.39E-13	1.02E-15	-4.61E+01	26.5486715	-1.52728709	188219600	HEXB	hexosaminidase subunit beta
ILMN_2389970	1.39E-13	1.02E-15	4.61E+01	26.5476324	2.3778201	NA		
ILMN_3202024	1.46E-13	1.08E-15	-4.59E+01	26.489892	-1.59564991	NA		
ILMN_2072622	1.46E-13	1.09E-15	4.59E+01	26.4872837	1.77640748	336594227	ERVMER34-1	endogenous retrovirus group MER34 member 1
ILMN_2213136	1.46E-13	1.09E-15	4.59E+01	26.4860493	2.16373823	260656053	LEF1	lymphoid enhancer binding factor 1
ILMN_1738767	1.48E-13	1.10E-15	-4.58E+01	26.4698398	-1.6946633	284172348	PLP2	proteolipid protein 2
ILMN_1773687	1.48E-13	1.11E-15	-4.58E+01	26.4620558	-1.91860455	NA		
ILMN_2376403	1.48E-13	1.11E-15	4.58E+01	26.461863	1.8803918	62865622	TSC22D3	TSC22 domain family member 3
ILMN_1784630	1.48E-13	1.12E-15	4.58E+01	26.4596729	1.60506955	170763520	KBTBD11	kelch repeat and BTB domain containing 11
ILMN_2329914	1.49E-13	1.12E-15	4.58E+01	26.4539269	2.70634449	384475546	SPRY1	sprouty RTK signaling antagonist 1
ILMN_3235922	1.50E-13	1.13E-15	4.57E+01	26.4443177	1.84533971	219273465	C11orf21	chromosome 11 open reading frame 21
ILMN_2054607	1.50E-13	1.14E-15	-4.57E+01	26.4416127	-2.05338525	187960085	CYP4V2	cytochrome P450 family 4 subfamily V member 2
ILMN_2219131	1.50E-13	1.14E-15	4.57E+01	26.4397126	1.65940142	815891094	RPS15	ribosomal protein S15
ILMN_2233576	1.52E-13	1.16E-15	-4.57E+01	26.4220306	-1.65615132	4503888	GAGE12I	G antigen 12I
ILMN_1686884	1.53E-13	1.17E-15	-4.56E+01	26.4095186	-2.02178821	268839967	IL1RAP	interleukin 1 receptor accessory protein
ILMN_1779071	1.53E-13	1.17E-15	4.56E+01	26.4089468	1.6323671	306035205	FEZ1	fasciculation and elongation protein zeta 1
ILMN_1660973	1.53E-13	1.18E-15	4.56E+01	26.4044407	1.94164016	58331244	GAD1	glutamate decarboxylase 1
ILMN_1717262	1.54E-13	1.19E-15	4.56E+01	26.3959643	1.81704508	526479844	PROCR	protein C receptor
ILMN_3307158	1.56E-13	1.20E-15	-4.55E+01	26.3816438	-1.70920382	1007892877	ATG4A	autophagy related 4A cysteine peptidase
ILMN_1675206	1.59E-13	1.23E-15	-4.54E+01	26.3563647	-2.09886252	NA		
ILMN_2083588	1.62E-13	1.26E-15	-4.54E+01	26.3321084	-1.73244527	960513889	TTC32	tetratricopeptide repeat domain 32
ILMN_1765668	1.63E-13	1.27E-15	-4.53E+01	26.3236459	-2.23098101	313151213	IL20RB	interleukin 20 receptor subunit beta
ILMN_2374904	1.63E-13	1.27E-15	4.53E+01	26.3223138	1.94642286	73486650	MS4A3	membrane spanning 4-domains A3
ILMN_2370336	1.63E-13	1.28E-15	4.53E+01	26.3198903	1.95583418	343098439	MS4A4A	membrane spanning 4-domains A4A
ILMN_1683093	1.68E-13	1.32E-15	4.52E+01	26.287416	2.35093845	749502293	GYPB	glycophorin B (MNS blood group)
ILMN_1740487	1.72E-13	1.35E-15	4.51E+01	26.2619801	1.84453257	999809133	CMTM7	CKLF like MARVEL transmembrane domain containing 7
ILMN_3242211	1.74E-13	1.38E-15	-4.51E+01	26.2425947	-1.60295794	133778990	TMEM187	transmembrane protein 187
ILMN_2131861	1.75E-13	1.38E-15	-4.50E+01	26.2368897	-1.91549433	394582046	SOCS2	suppressor of cytokine signaling 2
ILMN_1663519	1.75E-13	1.39E-15	4.50E+01	26.2308695	1.74387732	31563525	SLC24A3	solute carrier family 24 member 3
ILMN_1756992	1.77E-13	1.41E-15	-4.50E+01	26.2184497	-1.7232068	324120951	MUC1	"mucin 1, cell surface associated"
ILMN_3251662	1.81E-13	1.44E-15	-4.49E+01	26.1942104	-1.770843	189217862	HINT3	histidine triad nucleotide binding protein 3
ILMN_1814526	1.83E-13	1.46E-15	-4.48E+01	26.1805532	-2.08057341	1002341765	ADD3	adducin 3
ILMN_1730351	1.83E-13	1.47E-15	4.48E+01	26.1781189	2.21861344	300795467	TEX19	testis expressed 19
ILMN_1743219	1.83E-13	1.47E-15	-4.48E+01	26.1736755	-1.73157394	1016080625	CA11	carbonic anhydrase 11
ILMN_2198185	1.86E-13	1.50E-15	-4.48E+01	26.1555725	-1.50811733	133778990	TMEM187	transmembrane protein 187
ILMN_1673605	1.92E-13	1.55E-15	-4.46E+01	26.1181209	-2.50985646	815891012	PRSS57	"protease, serine 57"
ILMN_1726245	1.94E-13	1.57E-15	4.46E+01	26.1071657	1.55993876	133908632	TGFBR2	transforming growth factor beta receptor 2
ILMN_1813746	1.97E-13	1.60E-15	-4.45E+01	26.0891718	-2.52920387	209529710	CORO2A	coronin 2A
ILMN_2325837	1.97E-13	1.61E-15	-4.45E+01	26.0827525	-2.09700551	98985800	CD3D	CD3d molecule
ILMN_3307906	1.97E-13	1.61E-15	-4.45E+01	26.0804136	-1.61799554	197313789	PALMD	palmdelphin
ILMN_3244090	1.98E-13	1.62E-15	-4.45E+01	26.0751976	-1.79356997	148491083	GAGE12H	G antigen 12H
ILMN_1691563	1.99E-13	1.63E-15	-4.45E+01	26.066884	-1.601681	4503888	GAGE12I	G antigen 12I
ILMN_1704753	1.99E-13	1.64E-15	-4.45E+01	26.0641129	-1.93307235	262527236	EPAS1	endothelial PAS domain protein 1
ILMN_1667893	2.00E-13	1.65E-15	4.44E+01	26.0567568	1.62688011	315013560	TNS3	tensin 3
ILMN_1739423	2.04E-13	1.69E-15	4.43E+01	26.0331158	1.71655955	221219022	RN7SK	"RNA, 7SK small nuclear"
ILMN_1657810	2.04E-13	1.70E-15	-4.43E+01	26.0274313	-1.62528495	328683437	PPM1M	"protein phosphatase, Mg2+/Mn2+ dependent 1M"
ILMN_1728657	2.06E-13	1.71E-15	-4.43E+01	26.0166772	-2.23663579	756761812	VCX2	"variable charge, X-linked 2"
ILMN_2329735	2.07E-13	1.73E-15	-4.43E+01	26.0095683	-1.76547661	221316615	ECM1	extracellular matrix protein 1
ILMN_1674785	2.07E-13	1.73E-15	4.43E+01	26.0081187	1.84686558	111118975	COL2A1	collagen type II alpha 1 chain
ILMN_1680996	2.09E-13	1.76E-15	4.42E+01	25.991653	1.73150433	NA		
ILMN_2241627	2.15E-13	1.81E-15	4.41E+01	25.9614346	1.54277731	261878499	MAGEC1	MAGE family member C1
ILMN_1785424	2.16E-13	1.82E-15	4.41E+01	25.9530598	2.05685179	51173716	ABLIM1	actin binding LIM protein 1
ILMN_1779673	2.17E-13	1.84E-15	-4.41E+01	25.9450273	-1.51629977	110681711	HDGFL1	hepatoma derived growth factor-like 1
ILMN_3244168	2.18E-13	1.85E-15	-4.40E+01	25.940493	-2.17690382	187761325	GAGE2A	G antigen 2A
ILMN_2089977	2.19E-13	1.87E-15	-4.40E+01	25.9288882	-1.87807275	NA		
ILMN_1672591	2.19E-13	1.87E-15	-4.40E+01	25.9283137	-1.5865061	256017191	SCN9A	sodium voltage-gated channel alpha subunit 9
ILMN_1697115	2.19E-13	1.87E-15	4.40E+01	25.9250557	1.69296782	NA		
ILMN_3266606	2.23E-13	1.91E-15	4.39E+01	25.9066933	2.06948994	NA		
ILMN_1748928	2.25E-13	1.93E-15	-4.39E+01	25.8942128	-1.73732782	NA		
ILMN_3305466	2.29E-13	1.96E-15	4.38E+01	25.8756784	1.62794098	224451055	ZNF788	zinc finger family member 788
ILMN_1713934	2.29E-13	1.97E-15	-4.38E+01	25.8717263	-2.15589884	210147490	LITAF	lipopolysaccharide induced TNF factor
ILMN_1656691	2.35E-13	2.03E-15	-4.37E+01	25.840508	-1.54984693	51093871	FBXO4	F-box protein 4
ILMN_1754538	2.39E-13	2.07E-15	4.36E+01	25.8200518	1.7271243	148596958	FAM213A	family with sequence similarity 213 member A
ILMN_1674694	2.42E-13	2.10E-15	4.36E+01	25.805972	1.48331956	NA		
ILMN_1758244	2.48E-13	2.16E-15	-4.35E+01	25.7787438	-1.77670812	46195754	ZBED9	zinc finger BED-type containing 9
ILMN_2050813	2.56E-13	2.23E-15	-4.34E+01	25.7443466	-1.60372149	194578886	CLGN	calmegin
ILMN_1756755	2.57E-13	2.25E-15	4.34E+01	25.7375709	1.54262716	667751579	LINGO1	leucine rich repeat and Ig domain containing 1
ILMN_3288717	2.59E-13	2.27E-15	-4.33E+01	25.7253511	-1.99903443	NA		
ILMN_2305407	2.60E-13	2.29E-15	4.33E+01	25.718199	1.63750304	66932930	ZBTB16	zinc finger and BTB domain containing 16
ILMN_1761820	2.65E-13	2.34E-15	-4.32E+01	25.6966244	-1.94012615	153267417	EDARADD	EDAR associated death domain
ILMN_1670158	2.66E-13	2.35E-15	-4.32E+01	25.6890846	-1.87388394	568384766	FAM83A	family with sequence similarity 83 member A
ILMN_3222974	2.68E-13	2.37E-15	-4.32E+01	25.6820853	-1.99411581	197100056	PRKCB	protein kinase C beta
ILMN_2383383	2.68E-13	2.38E-15	-4.32E+01	25.6778126	-2.33411345	323363014	PIR	pirin
ILMN_3243333	2.68E-13	2.39E-15	-4.32E+01	25.6744742	-1.7366307	614458200	GAGE12J	G antigen 12J
ILMN_1726114	2.69E-13	2.40E-15	4.32E+01	25.669827	1.60600925	93277086	SLC45A3	solute carrier family 45 member 3
ILMN_1715401	2.74E-13	2.45E-15	4.31E+01	25.6486313	2.45347334	669633285	MT1G	metallothionein 1G
ILMN_1798926	2.77E-13	2.48E-15	-4.30E+01	25.6345483	-2.04536435	394582046	SOCS2	suppressor of cytokine signaling 2
ILMN_2063446	2.77E-13	2.49E-15	-4.30E+01	25.6304648	-1.94073846	334085269	OR51B5	olfactory receptor family 51 subfamily B member 5
ILMN_1795085	2.79E-13	2.52E-15	-4.30E+01	25.6201644	-1.62909219	29501808	CCDC116	coiled-coil domain containing 116
ILMN_1703471	2.88E-13	2.60E-15	-4.29E+01	25.5872488	-1.59541816	343168761	ATF6	activating transcription factor 6
